customer_name,customer_id,end_user,address_a,address_b,postal_city_a,postal_city_b,postal_code_a,postal_code_b,country_a,country_b,process_step,order_ref,product_group,product_name,original_process_step,tech,status,system,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,sent_OB,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
Ice Communication Norge AS,267533,ROG20017,168363684,,STAVANGER,,4017,,NO,,Planning,397031,IPVPN,IPVPN Fiber 300 Mbps (offnett),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28931348,22.03.2016,,05.04.2016,,,,,,,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,ROG20027,168368293,,STAVANGER,,4005,,NO,,Planning,397032,IPVPN,IPVPN Fiber 300 Mbps (offnett),plan & design,Fiber,IN_PROGRESS,SOS,28635038,22.03.2016,,13.04.2016,,,,,,,1,31.05.2016 08:23:10
M8 EIENDOM AS,273805,M8 Eiendom AS,55722204,,MOSS,,1526,,,,In Execution,5503854,Internet,Internett Fiber 20 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28640389,06.05.2016,25.05.2016,09.05.2016,27.06.2016,25.05.2016,16.06.2016,,,27.06.2016,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,ROG20090,168329652,,STAVANGER,,4024,,NO,,Planning,397033,IPVPN,IPVPN Fiber 300 Mbps (offnett),plan & design,Fiber,IN_PROGRESS,SOS,28499992,22.03.2016,,13.04.2016,,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,"1557 - NAV Gjemnes, Torget 1",130531519,,BATNFJORDSØRA,,6631,,NO,,In Execution,364652,IPVPN,IPVPN Fiber 4 Mbps (offnett),finalize access,Fiber,IN_PROGRESS,SOS,28799942,17.12.2015,31.03.2016,05.01.2016,08.07.2016,31.03.2016,27.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
IP-Only Networks AS,201050,IP-Only,,273543474,OSLO,FINNSNES,0598,9300,NO,NO,Finalizing,394715,Ethernet,Ethernet Punkt til Punkt 50 Mbps,complete order,Other,IN_PROGRESS,SOS_SUGAR,28625329,04.03.2016,09.03.2016,09.03.2016,14.04.2016,09.03.2016,22.04.2016,,25.04.2016,03.05.2016,1,31.05.2016 08:23:10
IP-Only Networks AS,201050,IP-Only,285713967,92256837,OSLO,LILLESTRØM,0154,2000,NO,NO,In Execution,395082,Capacity,Fiberpar,finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,10303635,08.03.2016,29.03.2016,11.03.2016,13.04.2016,29.03.2016,11.04.2016,,,13.04.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,364157118,OSLO,OSLO,0598,0191,NO,NO,Finalizing,399344,Ethernet,Business Class Ethernet Fiber 100 Mbps on-nett,complete order,Fiber,IN_PROGRESS,SOS_SUGAR,28649100,15.04.2016,27.04.2016,21.04.2016,30.05.2016,27.04.2016,30.05.2016,,12.05.2016,15.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,158057800,OSLO,JESSHEIM,0598,2050,NO,NO,Validation,404806,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,233073084,OSLO,ARENDAL,0598,4836,NO,NO,Validation,404807,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,296811292,OSLO,SARPSBORG,0598,1710,NO,NO,Validation,404808,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,168361296,OSLO,STAVANGER,0598,4033,NO,NO,Validation,404803,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,37123236,OSLO,BRYNE,0598,4344,NO,NO,Validation,404805,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,72038385,OSLO,ØSTERÅS,0598,1361,NO,NO,Validation,404778,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,168366080,OSLO,STAVANGER,0598,4016,NO,NO,Validation,404711,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,,,OSLO,STAVANGER,0598,4016,NO,NO,Validation,405532,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,,,OSLO,STAVANGER,0598,4016,NO,NO,Validation,405538,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,41782595,OSLO,SKIEN,0598,3722,NO,NO,Validation,405547,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,219113214,OSLO,KRISTIANSAND S,0598,4621,NO,NO,Validation,405553,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,219119640,OSLO,KRISTIANSAND S,0598,4632,NO,NO,Validation,405554,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,357277730,OSLO,STAVANGER,0598,4027,NO,NO,Validation,405556,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285821534,OSLO,OSLO,0598,0355,NO,NO,Validation,405557,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,92270472,OSLO,LILLESTRØM,0598,2004,NO,NO,Validation,405559,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,168394946,OSLO,STAVANGER,0598,4014,NO,NO,Validation,405560,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,219121148,OSLO,KRISTIANSAND S,0598,4612,NO,NO,Validation,405565,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,276469435,OSLO,TRONDHEIM,0598,7046,NO,NO,Validation,405568,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,30.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285759872,285811186,OSLO,OSLO,0484,0484,NO,NO,Validation,404649,Capacity,Fiberpar,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285664972,OSLO,OSLO,0598,0180,NO,NO,Validation,404674,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285684137,OSLO,OSLO,0598,0567,NO,NO,Validation,404676,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,92270386,OSLO,LILLESTRØM,0598,2004,NO,NO,Validation,404679,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,17923132,OSLO,ROLVSØY,0598,1661,NO,NO,Validation,404686,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,,20126142,OSLO,MOSS,0598,1530,NO,NO,Validation,404688,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285688020,OSLO,OSLO,0598,0594,NO,NO,Validation,404692,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,62917893,OSLO,ASKER,0598,1384,NO,NO,Validation,404694,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,60730277,OSLO,TROMSØ,0598,9008,NO,NO,Validation,404698,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,,285696158,OSLO,OSLO,0598,0661,NO,NO,Validation,404699,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285699959,OSLO,OSLO,0598,0190,NO,NO,Validation,404701,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,276379212,OSLO,TRONDHEIM,0598,7041,NO,NO,Validation,404704,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285704862,OSLO,OSLO,0598,1266,NO,NO,Validation,404707,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285705375,OSLO,OSLO,0598,0658,NO,NO,Validation,404708,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,276377795,OSLO,TRONDHEIM,0598,7038,NO,NO,Validation,404713,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,60763523,OSLO,TROMSØ,0598,9016,NO,NO,Validation,404714,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,92268099,OSLO,SKEDSMOKORSET,0598,2020,NO,NO,Validation,404716,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,133192420,OSLO,DRAMMEN,0598,3027,NO,NO,Validation,404745,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,41203717,OSLO,PORSGRUNN,0598,3916,NO,NO,Validation,404754,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285806466,OSLO,OSLO,0598,0278,NO,NO,Validation,404756,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,12206882,OSLO,HØNEFOSS,0598,3511,NO,NO,Validation,404759,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,124201554,OSLO,SKI,0598,1400,NO,NO,Validation,404763,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,219164072,OSLO,KRISTIANSAND S,0598,4630,NO,NO,Validation,404764,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,276382722,OSLO,TRONDHEIM,0598,7011,NO,NO,Validation,404766,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,256974883,OSLO,KOKSTAD,0598,5257,NO,NO,Validation,404768,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,126198447,OSLO,KOLBOTN,0598,1410,NO,NO,Validation,404769,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285810661,OSLO,OSLO,0598,0368,NO,NO,Validation,404773,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,133198578,OSLO,DRAMMEN,0598,3015,NO,NO,Validation,404775,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,26599263,OSLO,SARPSBORG,0598,1723,NO,NO,Validation,404780,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285757945,OSLO,OSLO,0598,0680,NO,NO,Validation,404781,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285757949,OSLO,OSLO,0598,0680,NO,NO,Validation,404783,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,256856263,OSLO,BERGEN,0598,5035,NO,NO,Validation,404784,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,93202647,OSLO,LØRENSKOG,0598,1473,NO,NO,Validation,404792,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,285800132,OSLO,OSLO,0598,0185,NO,NO,Validation,404794,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,168342199,OSLO,STAVANGER,0598,4005,NO,NO,Validation,404800,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only,285702887,201107393,OSLO,TØNSBERG,0598,3112,NO,NO,Validation,404802,Ethernet,Ethernet Aksess Fiber 100 Mbps on-nett,validate & disp.,Fiber,NEW,SOS,,25.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,ROG20098,168381722,,HUNDVÅG,,4085,,NO,,Planning,397043,IPVPN,IPVPN Fiber 300 Mbps (offnett),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28521728,22.03.2016,,13.04.2016,,,,,,,1,31.05.2016 08:23:10
NextGenTel AS,163070,Barstøl sentral - BARS - SKIB52e0,,307990849,KRISTIANSAND S,KRISTIANSAND S,4636,4638,NO,NO,Planning,400712,Capacity,Bølgelengde 1 Gbps,plan & design,Bølgelengde,IN_PROGRESS,SOS_SUGAR,10302888,25.04.2016,,02.05.2016,,,,,,,1,31.05.2016 08:23:10
NextGenTel AS,163070,Barstøl sentral - BARS - SKIB52e0,219165158,219108195,KRISTIANSAND S,KRISTIANSAND S,4636,4636,NO,NO,Planning,399089,Capacity,Bølgelengde 1 Gbps,plan & design,Bølgelengde,IN_PROGRESS,SOS_SUGAR,10302909,07.04.2016,,19.04.2016,,,,,,,1,31.05.2016 08:23:10
NextGenTel AS,163070,Barstøl sentral - BARS - SKIB52e0,,307990849,KRISTIANSAND S,KRISTIANSAND S,4636,4638,NO,NO,Planning,400735,Capacity,Bølgelengde 1 Gbps,plan & design,Bølgelengde,IN_PROGRESS,SOS,10303871,25.04.2016,,02.05.2016,,,,,,,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,ROG20127,,,Sola,,4050,,NO,,Planning,397030,IPVPN,IPVPN Fiber 300 Mbps (offnett),plan & design,Fiber,IN_PROGRESS,SOS,28482310,22.03.2016,,13.04.2016,,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,"0439 - NAV Folldal, Helsetun",498957894,,FOLLDAL,,2580,,NO,,Finalizing,364642,IPVPN,IPVPN Fiber 4 Mbps (offnett),complete order,Fiber,IN_PROGRESS,SOS,28995436,17.12.2015,07.04.2016,05.01.2016,08.07.2016,07.04.2016,07.04.2016,,07.04.2016,08.07.2016,1,31.05.2016 08:23:10
Viju Norge AS,207612,Gjensidige Forsikring Bodø,115873797,,BODØ,,8006,,NO,,Planning,401429,IPVPN,IPVPN Fiber 20 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS,28181530,02.05.2016,,03.05.2016,,,,,,,1,31.05.2016 08:23:10
Bring Warehousing AS,214145,Bring Warehousing AS,285756884,,OSLO,,1252,,NO,,Delivered,400759,Internet,Internett SHDSL 8 Mbps (oa),,DSL,COMPLETED,SOS,31021791,25.04.2016,25.05.2016,25.05.2016,25.05.2016,,,25.05.2016,25.05.2016,25.05.2016,1,31.05.2016 08:23:10
Sparebank 1 Markets AS,229553,Sparebank 1 Markets AS,285703898,276433250,OSLO,TRONDHEIM,0579,7011,NO,NO,Delivered,400545,Ethernet,Ethernet Punkt til Punkt 100 Mbps,,Other,COMPLETED,SOS,28872415,21.04.2016,06.05.2016,02.05.2016,18.05.2016,06.05.2016,06.05.2016,06.05.2016,04.05.2016,18.05.2016,1,31.05.2016 08:23:10
RE KIRKELIGE FELLESRÅD,274177,Re Kirkelige Fellesråd,204542308,,REVETAL,,3174,,NO,,Validation,403835,Internet,Internett SHDSL 20 Mbps (oa5),validate & disp.,DSL,IN_PROGRESS,SOS,32641807,13.05.2016,,,,,,,,,1,31.05.2016 08:23:10
LILLESTRØM BIL & KAROSSERI AS,273330,LILLESTRØM BIL & KAROSSERI AS,92257278,,STRØMMEN,,2010,,,,In Execution,400760,Internet,Internett Fiber 10 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28917533,25.04.2016,04.05.2016,26.04.2016,08.06.2016,04.05.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
Viju Norge AS,207612,Gjensidige Forsikring LILLESTRØM,92258810,,LILLESTRØM,,2000,,NO,,In Execution,401290,IPVPN,IPVPN SHDSL 2 Mbps (oa),finalize access,DSL,IN_PROGRESS,SOS,28793731,29.04.2016,06.05.2016,03.05.2016,16.06.2016,06.05.2016,13.06.2016,,,16.06.2016,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,ROG20133,168369226,,STAVANGER,,4032,,NO,,Planning,397037,IPVPN,IPVPN Fiber 300 Mbps (offnett),plan & design,Fiber,IN_PROGRESS,SOS,28611454,22.03.2016,,13.04.2016,,,,,,,1,31.05.2016 08:23:10
Viken Fiber AS,200620,Viken Fibernett,285853632,285729608,OSLO,OSLO,0172,0166,NO,NO,Delivered,403172,Capacity,FTB (Fiber til bedrift med bruksbegrensning),,Fiber,COMPLETED,SOS,10300616,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,31.05.2016 08:23:10
Viken Fiber AS,200620,Viken Fibernett,285857303,285840290,OSLO,OSLO,0191,0179,NO,NO,Delivered,403284,Capacity,FTB (Fiber til bedrift med bruksbegrensning),,Fiber,COMPLETED,SOS,10300560,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,31.05.2016 08:23:10
Viken Fiber AS,200620,Viken Fibernett,158064468,160667513,KLØFTA,RÅHOLT,2040,2070,NO,NO,Delivered,403296,Capacity,Fiberpar,,Fiber,COMPLETED,SOS,10300849,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,31.05.2016 08:23:10
Viken Fiber AS,200620,Viken Fibernett,126721153,91734161,FLATEBY,FJERDINGBY,1911,2008,NO,NO,Delivered,403135,Capacity,Fiberpar,,Fiber,COMPLETED,SOS,10300865,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,31.05.2016 08:23:10
Akvafarm As avd. Sørfjord,222392,Akva Farm As,,,Berg,,9385,,,,Validation,346246,Internet,Internett Fiber 50 Mbps (onnet),validate & disp.,Fiber,IN_PROGRESS,SOS,28290974,10.08.2015,,,,,,,,,1,31.05.2016 08:23:10
YA BANK AS,273281,yA Bank AS,285725142,,OSLO,,0150,,,,In Execution,5503669,Internet,Internett Fiber 20 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28348781,25.04.2016,09.05.2016,26.04.2016,08.06.2016,09.05.2016,01.06.2016,,,08.06.2016,1,31.05.2016 08:23:10
Viju Norge AS,207612,Gjensidige Forsikring Steinkje,153366452,,STEINKJER,,7713,,NO,,In Execution,401400,IPVPN,IPVPN SHDSL 2 Mbps (oa),finalize access,DSL,IN_PROGRESS,SOS,28420699,02.05.2016,27.05.2016,24.05.2016,23.06.2016,27.05.2016,20.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"1857 - NAV Værøy, Sørland 32",291885564,,VÆRØY,,8063,,NO,,Planning,400713,IPVPN,IPVPN Fiber 4 Mbps (offnett),plan & design,Fiber,IN_PROGRESS,SOS,28971068,25.04.2016,,26.04.2016,,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,TM11 Siljan Kommune,10856633,,SILJAN,,3748,,NO,,In Execution,399466,IPVPN,IPVPN Fiber 4 Mbps (offnett),finalize access,Fiber,IN_PROGRESS,SOS,28871759,12.04.2016,11.05.2016,12.04.2016,08.07.2016,11.05.2016,31.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,260572,BU24 - Øvre Eiker Kommune,104517544,,HOKKSUND,,3300,,NO,,In Execution,364753,IPVPN,IPVPN Fiber 4 Mbps (onnett),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28767972,18.12.2015,11.02.2016,05.01.2016,08.07.2016,11.02.2016,13.04.2016,,,08.07.2016,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,OSLO4,,,OSLO,,0598,,NO,,Planning,364698,IPVPN,IPVPN Fiber 10 Gbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS,28716513,18.12.2015,,07.01.2016,,,,,,,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,OSLO4,,,OSLO,,0598,,NO,,Planning,364701,IPVPN,IPVPN Fiber 10 Gbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS,28333807,18.12.2015,,07.01.2016,,,,,,,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,OSLO4,,,OSLO,,0598,,NO,,Planning,364708,IPVPN,IPVPN Fiber 300 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS,28814697,18.12.2015,,07.01.2016,,,,,,,1,31.05.2016 08:23:10
ACTIV DRIFT AS,273571,ACTIV DRIFT AS,285779122,,OSLO,,0552,,NO,,In Execution,401279,Internet,Internett Fiber 100 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28503283,29.04.2016,04.05.2016,02.05.2016,27.06.2016,04.05.2016,16.06.2016,,,27.06.2016,1,31.05.2016 08:23:10
