customer_name,customer_id,order_ref,product_group,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
EC Dahls eiendom Drift AS,283,401168,IPVPN,finalize access,28556467,28.04.2016,03.05.2016,29.04.2016,06.06.2016,30.05.2016,,,06.06.2016,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327350,IPVPN,validate & disp.,28101962,08.01.2015,,,,,,,,1,"42486,858611111"
CATALINA AS,284,401169,Internet,finalize access,28580054,28.04.2016,11.05.2016,29.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327179,IPVPN,validate & disp.,28111715,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327180,IPVPN,validate & disp.,28112359,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327174,IPVPN,validate & disp.,28151432,08.01.2015,,,,,,,,1,"42486,858611111"
Møre og Romsdal Fylkeskommune,285,401146,IPVPN,finalize access,28171398,28.04.2016,18.05.2016,29.04.2016,24.06.2016,15.06.2016,,,24.06.2016,1,"42486,858611111"
Viju Norge AS,180,5503741,Internet,plan & design,28377210,28.04.2016,,29.04.2016,,,,,,1,"42486,858611111"
NOVUM ØKONOMI AS,286,396256,Internet,plan & design,28932202,17.03.2016,,18.03.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327342,IPVPN,validate & disp.,28201528,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327343,IPVPN,validate & disp.,28201532,08.01.2015,,,,,,,,1,"42486,858611111"
Frisvold Privatgymnas,287,396027,Internet,plan & design,28862881,16.03.2016,,01.04.2016,,,,,,1,"42486,858611111"
Espire AS,268,396298,IPVPN,complete order,28928145,17.03.2016,26.04.2016,29.03.2016,03.05.2016,28.04.2016,,02.05.2016,03.05.2016,1,"42486,858611111"
STIFTELSEN KIRKENS BYMISJON OSLO,288,396228,IPVPN,finalize access,28901820,17.03.2016,24.05.2016,13.05.2016,09.06.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327356,Capacity,validate & disp.,10131860,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327357,Capacity,validate & disp.,10131858,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327172,Capacity,validate & disp.,10131652,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327359,IPVPN,validate & disp.,28271743,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327360,IPVPN,validate & disp.,28271742,08.01.2015,,,,,,,,1,"42486,858611111"
BUTIKKDESIGN NORGE AS,289,400192,Internet,plan & design,28927497,19.04.2016,,20.04.2016,,,,,,1,"42486,858611111"
Bridge Technologies AS,290,330274,Capacity,finalize access,10301432,09.01.2015,29.01.2015,19.01.2015,10.02.2015,09.03.2015,,,10.03.2015,1,"42486,858611111"
Det Norske Misjonsselskap,91,403690,Internet,finalize access,28374398,12.05.2016,16.05.2016,13.05.2016,10.06.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371484,IPVPN,plan & design,28644998,08.02.2016,,23.02.2016,,,,,,1,"42486,858611111"
HomeNet As,245,403607,IPVPN,validate & disp.,,11.05.2016,,,,,,,,1,"42486,858611111"
Homebase AS,291,323637,Capacity,finalize access,10301194,18.11.2014,03.12.2014,20.11.2014,01.06.2015,29.04.2016,,,02.05.2016,1,"42486,858611111"
Homebase AS,291,346853,Capacity,finalize access,10302058,01.07.2015,03.07.2015,01.07.2015,31.07.2015,24.07.2015,,,31.07.2015,1,"42486,858611111"
Homebase AS,291,359776,Capacity,finalize access,10303332,16.11.2015,26.11.2015,19.11.2015,01.02.2016,28.01.2016,,,01.02.2016,1,"42486,858611111"
Homebase AS,291,369235,Capacity,finalize access,10303515,03.02.2016,30.03.2016,03.02.2016,12.05.2016,10.05.2016,,,12.05.2016,1,"42486,858611111"
Homebase AS,291,396213,Capacity,finalize access,10303765,16.03.2016,22.04.2016,12.04.2016,19.05.2016,17.05.2016,,,19.05.2016,1,"42486,858611111"
Homebase AS,291,393899,Capacity,validate & disp.,,25.02.2016,,,,,,,,1,"42486,858611111"
Asle Skoveng Kranservice AS,292,5503607,Internet,plan & design,28771434,20.04.2016,,20.04.2016,,,,,,1,"42486,858611111"
Norsk Helsenett SF,293,400358,Capacity,finalize access,10303807,20.04.2016,26.04.2016,20.04.2016,29.06.2016,27.06.2016,,,29.06.2016,1,"42486,858611111"
Norsk Helsenett SF,293,403343,Capacity,plan & design,10303910,10.05.2016,,10.05.2016,,,,,,1,"42486,858611111"
Norsk Helsenett SF,293,404588,Capacity,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
Norsk Helsenett SF,293,404590,Capacity,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
Norsk Helsenett SF,293,404591,Capacity,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
Norsk Helsenett SF,293,404593,Capacity,validate & disp.,,24.05.2016,,,,,,,,1,"42486,858611111"
Patentstyret,294,368074,Internet,plan & design,28688516,15.01.2016,,18.01.2016,,,,16.02.2016,,1,"42486,858611111"
Patentstyret,294,369939,Internet,complete order,28849832,03.02.2016,18.04.2016,04.02.2016,25.04.2016,18.04.2016,,29.04.2016,25.04.2016,1,"42486,858611111"
Signal Bredbånd AS,295,5500478,Ethernet,finalize access,28805335,01.06.2015,06.10.2015,05.06.2015,03.11.2015,29.04.2016,,,10.05.2016,1,"42486,858611111"
Atea AS.,234,369250,IPVPN,finalize access,28665772,28.01.2016,12.02.2016,01.02.2016,10.05.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
Basefarm as,296,397871,Capacity,finalize access,10303675,30.03.2016,11.05.2016,31.03.2016,07.06.2016,03.06.2016,,,07.06.2016,1,"42486,858611111"
TVECO.NET AS,297,396382,Internet,complete order,28607542,17.03.2016,11.04.2016,30.03.2016,09.05.2016,02.05.2016,,10.05.2016,09.05.2016,1,"42486,858611111"
TELIA NORGE AS (Netcom GSM),249,401186,Capacity,plan & design,10303905,28.04.2016,,09.05.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,399238,IPVPN,plan & design,28798920,11.04.2016,,12.04.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,372015,IPVPN,complete order,28527852,09.02.2016,22.02.2016,19.02.2016,14.03.2016,17.03.2016,,04.04.2016,31.05.2016,1,"42486,858611111"
REJLERS EMBRIQ AS,241,401178,IPVPN,plan & design,28695480,28.04.2016,,11.05.2016,,,,,,1,"42486,858611111"
Mynet AS,78,5503238,Ethernet,finalize access,28965813,22.03.2016,05.04.2016,23.03.2016,31.05.2016,21.06.2016,,,30.06.2016,1,"42486,858611111"
Atea AS.,234,401730,IPVPN,finalize access,28359919,04.05.2016,12.05.2016,10.05.2016,08.07.2016,31.05.2016,,,08.07.2016,1,"42486,858611111"
REJLERS EMBRIQ AS,241,401175,IPVPN,plan & design,28442344,28.04.2016,,11.05.2016,,,,,,1,"42486,858611111"
NG Norge AS,298,396564,IPVPN,plan & design,28401592,21.03.2016,,18.04.2016,,,,,,1,"42486,858611111"
Tieto Sweden AB OU302,299,401184,IPVPN,finalize access,28483817,12.05.2016,24.05.2016,12.05.2016,28.07.2016,19.07.2016,,,28.07.2016,1,"42486,858611111"
Atea AS.,234,364224,IPVPN,complete order,28372699,11.12.2015,29.04.2016,21.12.2015,08.07.2016,29.04.2016,,29.04.2016,08.07.2016,1,"42486,858611111"
EVRY NORGE AS,175,369305,Capacity,finalize access,10303498,28.01.2016,22.02.2016,01.02.2016,06.04.2016,05.05.2016,,,09.05.2016,1,"42486,858611111"
EVRY NORGE AS,175,369378,Capacity,finalize access,10303501,29.01.2016,22.02.2016,02.02.2016,06.04.2016,05.05.2016,,,09.05.2016,1,"42486,858611111"
EVRY NORGE AS,175,369391,Capacity,finalize access,10303503,29.01.2016,22.02.2016,02.02.2016,06.04.2016,05.05.2016,,,09.05.2016,1,"42486,858611111"
EVRY NORGE AS,175,369393,Capacity,finalize access,10303504,29.01.2016,22.02.2016,02.02.2016,06.04.2016,05.05.2016,,,09.05.2016,1,"42486,858611111"
Atea AS.,234,400519,IPVPN,complete order,28418905,21.04.2016,13.05.2016,22.04.2016,08.07.2016,13.05.2016,,13.05.2016,08.07.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371242,IPVPN,finalize access,28112366,08.02.2016,12.05.2016,12.05.2016,04.07.2016,25.06.2016,,,04.07.2016,1,"42486,858611111"
SOPRA STERIA AS,201,400520,IPVPN,validate & disp.,28221173,21.04.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,371387,IPVPN,validate & disp.,28914789,08.02.2016,,,,,,,,1,"42486,858611111"
Intility AS,97,393728,Ethernet,validate & disp.,28564457,24.02.2016,,,,,,,,1,"42486,858611111"
Intility AS,97,404226,Ethernet,validate & disp.,28300476,19.05.2016,,,,,,,,1,"42486,858611111"
Kongsberg Satellite Services AS,300,351694,Capacity,plan & design,10302279,03.09.2015,,04.09.2015,,,,27.10.2015,,1,"42486,858611111"
Kongsberg Satellite Services AS,300,351695,Capacity,plan & design,10302280,03.09.2015,,04.09.2015,,,,02.11.2015,,1,"42486,858611111"
Kongsberg Satellite Services AS,300,342830,Capacity,finalize access,10301951,28.05.2015,09.05.2016,01.06.2015,09.05.2016,09.05.2016,,,09.05.2016,1,"42486,858611111"
MALERMESTER MORTEN HVIDSTEN AS,301,401210,Internet,finalize access,28951645,29.04.2016,18.05.2016,03.05.2016,09.06.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
Statkraft AS,302,394418,Capacity,complete order,10511523,02.03.2016,02.05.2016,01.04.2016,19.05.2016,09.05.2016,,13.05.2016,19.05.2016,1,"42486,858611111"
Statkraft AS,302,396639,Capacity,plan & design,10303887,21.03.2016,,04.05.2016,,,,,,1,"42486,858611111"
KOMMUNAL LANDSPENSJONSKASSE GJENSIDI,303,400508,Capacity,finalize access,10303901,21.04.2016,11.05.2016,09.05.2016,12.07.2016,01.06.2016,,,10.06.2016,1,"42486,858611111"
KOMMUNAL LANDSPENSJONSKASSE GJENSIDI,303,404418,Internet,validate & disp.,28102726,23.05.2016,,,,,,,,1,"42486,858611111"
Øyeoptikk Teigland AS,304,364223,Ethernet,plan & design,28623562,11.12.2015,,11.12.2015,,,,,,1,"42486,858611111"
HANSENGÅRDEN AS,305,364240,Internet,finalize access,28839433,11.12.2015,16.12.2015,14.12.2015,15.01.2016,17.06.2016,,,17.06.2016,1,"42486,858611111"
HANSENGÅRDEN AS,305,364238,Internet,finalize access,28761286,11.12.2015,16.12.2015,14.12.2015,15.01.2016,17.06.2016,,,17.06.2016,1,"42486,858611111"
HANSENGÅRDEN AS,305,364234,Internet,finalize access,28996706,11.12.2015,16.12.2015,14.12.2015,15.01.2016,17.06.2016,,,17.06.2016,1,"42486,858611111"
BARDUFOSS REGNSKAP AS,306,401259,Internet,plan & design,28482574,29.04.2016,,02.05.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,396438,IPVPN,finalize access,28447131,17.03.2016,17.03.2016,17.03.2016,02.05.2016,02.05.2016,,,02.05.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,403394,IPVPN,finalize access,28731046,10.05.2016,19.05.2016,12.05.2016,24.05.2016,24.05.2016,,,24.05.2016,1,"42486,858611111"
DNB Bank ASA,307,398353,IPVPN,plan & design,28723883,05.04.2016,,20.04.2016,,,,,,1,"42486,858611111"
DNB Bank ASA,307,398344,IPVPN,plan & design,28727362,05.04.2016,,20.04.2016,,,,,,1,"42486,858611111"
TORE OPHEIM LIMITED,308,401206,Internet,finalize access,28937803,29.04.2016,11.05.2016,03.05.2016,01.06.2016,23.05.2016,,,01.06.2016,1,"42486,858611111"
REJLERS EMBRIQ AS,241,401239,IPVPN,plan & design,28710280,29.04.2016,,11.05.2016,,,,,,1,"42486,858611111"
Atea AS.,234,401727,IPVPN,finalize access,28926910,04.05.2016,12.05.2016,10.05.2016,08.07.2016,23.05.2016,,,08.07.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,401161,IPVPN,plan & design,28639690,28.04.2016,,02.05.2016,,,,,,1,"42486,858611111"
Serit IT Partner Tromsø AS,309,5503593,Internet,finalize access,28685933,20.04.2016,11.05.2016,21.04.2016,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
Viju Norge AS,180,401281,IPVPN,finalize access,28881955,29.04.2016,06.05.2016,06.05.2016,10.06.2016,07.06.2016,,,10.06.2016,1,"42486,858611111"
Viju Norge AS,180,401269,IPVPN,finalize access,28358282,29.04.2016,06.05.2016,06.05.2016,14.06.2016,09.06.2016,,,14.06.2016,1,"42486,858611111"
Viju Norge AS,180,401447,IPVPN,plan & design,28241423,02.05.2016,,03.05.2016,,,,,,1,"42486,858611111"
Viju Norge AS,180,401257,IPVPN,finalize access,28487163,29.04.2016,06.05.2016,06.05.2016,14.06.2016,09.06.2016,,,14.06.2016,1,"42486,858611111"
Vika AS,310,365319,IPVPN,validate & disp.,28200054,28.12.2015,,,,,,,,1,"42486,858611111"
Phonero,311,398111,Capacity,validate & disp.,10124048,31.03.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,364297,IPVPN,complete order,28996714,14.12.2015,19.02.2016,15.12.2015,08.07.2016,20.04.2016,,25.04.2016,08.07.2016,1,"42486,858611111"
Altibox AS,312,396009,Capacity,plan & design,10303848,15.03.2016,,28.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,370232,Capacity,plan & design,10302793,05.02.2016,,23.02.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,396648,Capacity,plan & design,10302805,21.03.2016,,08.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,399593,Ethernet,validate & disp.,28518427,13.04.2016,,,,,,,,1,"42486,858611111"
Kvik Drammen v/ Kvik Retail Norge,313,400338,Internet,validate & disp.,28948381,20.04.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,364262,IPVPN,finalize access,28488148,14.12.2015,31.03.2016,15.12.2015,08.07.2016,31.03.2016,,,08.07.2016,1,"42486,858611111"
Atea AS.,234,364265,IPVPN,plan & design,28480566,14.12.2015,,15.12.2015,,,,,,1,"42486,858611111"
Atea AS.,234,364266,IPVPN,plan & design,28381658,14.12.2015,,15.12.2015,,,,,,1,"42486,858611111"
Tranøy Telecom As,314,338254,Internet,complete order,28291051,17.07.2015,24.02.2016,24.09.2015,05.11.2015,22.04.2016,,22.04.2016,29.04.2016,1,"42486,858611111"
Atea AS.,234,364267,IPVPN,finalize access,28618117,14.12.2015,27.04.2016,15.12.2015,08.07.2016,19.05.2016,,,08.07.2016,1,"42486,858611111"
TDC AS,250,357492,Ethernet,finalize access,28939840,29.10.2015,20.01.2016,25.11.2015,04.02.2016,26.01.2016,,,04.02.2016,1,"42486,858611111"
TDC AS,250,399316,Ethernet,finalize access,28681419,11.04.2016,02.05.2016,12.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
TDC AS,250,397678,Ethernet,validate & disp.,,06.05.2016,,,,,,,,1,"42486,858611111"
TDC AS,250,401410,Capacity,validate & disp.,,02.05.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,364270,IPVPN,finalize access,28568719,14.12.2015,11.05.2016,15.12.2015,08.07.2016,26.05.2016,,,08.07.2016,1,"42486,858611111"
OMSORGSPARTNER AS org. nr. 984710313,315,401212,Internet,finalize access,62324461,29.04.2016,12.05.2016,04.05.2016,27.05.2016,18.05.2016,,,27.05.2016,1,"42486,858611111"
Webhuset,316,401198,Capacity,plan & design,10303937,29.04.2016,,19.05.2016,,,,,,1,"42486,858611111"
Inventum Øst AS,317,395767,Internet,complete order,28526756,14.03.2016,06.04.2016,18.03.2016,12.05.2016,03.05.2016,,12.05.2016,12.05.2016,1,"42486,858611111"
Inventum Øst AS,317,401211,Internet,plan & design,28941260,29.04.2016,,06.05.2016,,,,,,1,"42486,858611111"
Åstveit Helsesenter AS,318,401217,Internet,validate & disp.,,10.05.2016,,,,,,,,1,"42486,858611111"
Sørum Kommune,319,401128,Ethernet,validate & disp.,28344766,28.04.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,364272,IPVPN,plan & design,28439322,14.12.2015,,15.12.2015,,,,,,1,"42486,858611111"
Atea AS.,234,364285,IPVPN,plan & design,28969307,14.12.2015,,15.12.2015,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,400551,IPVPN,validate & disp.,,21.04.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,400554,IPVPN,validate & disp.,60294751,21.04.2016,,,,,,,,1,"42486,858611111"
Alvøen Rideklubb,320,401629,Internet,validate & disp.,62412894,04.05.2016,,,,,,,,1,"42486,858611111"
Asker kommune,321,396555,Capacity,plan & design,10303744,21.03.2016,,08.04.2016,,,,,,1,"42486,858611111"
Asker kommune,321,396495,Internet,plan & design,,18.03.2016,,25.04.2016,,,,,,1,"42486,858611111"
N.k.s. Kvamsgrindkollektivet AS,322,400333,Internet,finalize access,28472064,20.04.2016,25.04.2016,21.04.2016,25.05.2016,12.05.2016,,,25.05.2016,1,"42486,858611111"
Atea AS.,234,364300,IPVPN,plan & design,28349752,14.12.2015,,15.12.2015,,,,,,1,"42486,858611111"
NextGenTel AS,228,372234,Capacity,plan & design,10302767,10.02.2016,,01.03.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,396634,Capacity,plan & design,10302766,21.03.2016,,08.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,396611,Capacity,plan & design,10302765,21.03.2016,,18.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,400560,Capacity,plan & design,10302756,21.04.2016,,29.04.2016,,,,,,1,"42486,858611111"
Viju Norge AS,180,401260,IPVPN,finalize access,28929898,29.04.2016,06.05.2016,06.05.2016,10.06.2016,07.06.2016,,,10.06.2016,1,"42486,858611111"
Viju Norge AS,180,401287,IPVPN,finalize access,28962152,29.04.2016,06.05.2016,06.05.2016,13.06.2016,08.06.2016,,,13.06.2016,1,"42486,858611111"
TDC AS,250,401230,Capacity,plan & design,10303879,29.04.2016,,02.05.2016,,,,,,1,"42486,858611111"
IP-Only Telecommunication Networks AB,102,344574,Ethernet,finalize access,28991084,12.06.2015,05.01.2016,18.06.2015,25.02.2016,22.07.2016,,,29.07.2016,1,"42486,858611111"
IP-Only Telecommunication Networks AB,102,343545,Ethernet,finalize access,28386177,03.06.2015,13.04.2016,25.09.2015,02.05.2016,14.06.2016,,,23.06.2016,1,"42486,858611111"
IP-Only Telecommunication Networks AB,102,364282,Ethernet,complete order,28538385,14.12.2015,12.01.2016,30.12.2015,10.02.2016,11.02.2016,,09.02.2016,11.03.2016,1,"42486,858611111"
IP-Only Telecommunication Networks AB,102,344598,Ethernet,plan & design,28648368,12.06.2015,,25.09.2015,,,,15.03.2016,,1,"42486,858611111"
NextGenTel AS,228,400556,Capacity,plan & design,10302982,21.04.2016,,09.05.2016,,,,,,1,"42486,858611111"
Hotel Terminus AS,323,5503696,Internet,plan & design,28854833,29.04.2016,,02.05.2016,,,,,,1,"42486,858611111"
DGC Systems Access,8,401253,Ethernet,finalize access,28862446,29.04.2016,20.05.2016,19.05.2016,23.06.2016,14.06.2016,,,23.06.2016,1,"42486,858611111"
DGC Systems Access,8,401255,Ethernet,finalize access,28618137,29.04.2016,20.05.2016,19.05.2016,23.06.2016,14.06.2016,,,23.06.2016,1,"42486,858611111"
BILTEMA NORGE AS,324,398985,Internet,finalize access,28360229,07.04.2016,11.05.2016,07.04.2016,30.05.2016,19.05.2016,,,30.05.2016,1,"42486,858611111"
NextGenTel AS,228,396616,Capacity,plan & design,10302490,21.03.2016,,08.04.2016,,,,,,1,"42486,858611111"
TEXT-LET AS,325,5503683,Internet,finalize access,28684493,29.04.2016,06.05.2016,02.05.2016,26.05.2016,17.05.2016,,,26.05.2016,1,"42486,858611111"
OLIVIA AS,326,401824,Internet,finalize access,28997676,06.05.2016,12.05.2016,09.05.2016,13.06.2016,02.06.2016,,,13.06.2016,1,"42486,858611111"
NextGenTel AS,228,399039,Capacity,plan & design,10302418,07.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,398920,Capacity,plan & design,10303896,06.05.2016,,06.05.2016,,,,,,1,"42486,858611111"
Viju Norge AS,180,401243,IPVPN,finalize access,28435241,29.04.2016,06.05.2016,06.05.2016,10.06.2016,07.06.2016,,,10.06.2016,1,"42486,858611111"
KS TORGGATA BAD AS,327,401229,Internet,plan & design,28471257,29.04.2016,,02.05.2016,,,,,,1,"42486,858611111"
Atea AS.,234,364325,IPVPN,complete order,28815929,14.12.2015,02.05.2016,15.12.2015,08.07.2016,18.05.2016,,10.05.2016,08.07.2016,1,"42486,858611111"
Kvantel AS,10,403773,Ethernet,finalize access,28345710,12.05.2016,23.05.2016,19.05.2016,17.06.2016,10.06.2016,,,17.06.2016,1,"42486,858611111"
Kvantel AS,10,403226,Ethernet,validate & disp.,32430726,09.05.2016,,,,,,,,1,"42486,858611111"
Kvantel AS,10,403350,Ethernet,validate & disp.,32483944,10.05.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,396468,IPVPN,finalize access,28443350,18.03.2016,11.04.2016,18.03.2016,08.07.2016,27.04.2016,,,08.07.2016,1,"42486,858611111"
Pellerin As,328,5503707,Internet,finalize access,28846033,29.04.2016,10.05.2016,02.05.2016,13.06.2016,02.06.2016,,,13.06.2016,1,"42486,858611111"
BRINGO SAG,329,403775,IPVPN,plan & design,28405636,12.05.2016,,23.05.2016,,,,,,1,"42486,858611111"
Viju Norge AS,180,401241,IPVPN,finalize access,28527972,29.04.2016,06.05.2016,06.05.2016,09.06.2016,06.06.2016,,,09.06.2016,1,"42486,858611111"
Viju Norge AS,180,401192,IPVPN,finalize access,28916052,28.04.2016,06.05.2016,06.05.2016,09.06.2016,06.06.2016,,,09.06.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,401817,IPVPN,finalize access,28886553,06.05.2016,18.05.2016,06.05.2016,07.06.2016,07.06.2016,,,07.06.2016,1,"42486,858611111"
Atea AS v/Norsk Helsenett DSL,212,401844,IPVPN,finalize access,28911469,06.05.2016,23.05.2016,10.05.2016,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
NG Norge AS,298,400970,IPVPN,finalize access,28997163,26.04.2016,04.05.2016,29.04.2016,27.05.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
NG Norge AS,298,403777,IPVPN,plan & design,28510735,12.05.2016,,19.05.2016,,,,,,1,"42486,858611111"
MARLINK AS,330,400607,IPVPN,validate & disp.,28111705,22.04.2016,,,,,,,,1,"42486,858611111"
Databeat.net AS,331,364479,Internet,finalize access,28665733,16.12.2015,24.05.2016,05.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
MARLINK AS,330,400605,IPVPN,validate & disp.,28102459,22.04.2016,,,,,,,,1,"42486,858611111"
